book_id,isbn,title,original_title,authors,original_publication_year,average_rating,ratings_count,image_url,small_image_url,genres
7260188,439023513,"Mockingjay (The Hunger Games, #3)",Mockingjay,Suzanne Collins,2010,4.03,1719760,https://images.gr-assets.com/books/1358275419m/7260188.jpg,https://images.gr-assets.com/books/1358275419s/7260188.jpg,"fiction, fantasy, romance, thriller, suspense"
2,439358078,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",Harry Potter and the Order of the Phoenix,"J.K. Rowling, Mary GrandPré",2003,4.46,1735368,https://images.gr-assets.com/books/1387141547m/2.jpg,https://images.gr-assets.com/books/1387141547s/2.jpg,"fantasy, fiction, paranormal, mystery, romance"
12232938,316166685,The Lovely Bones,The Lovely Bones,Alice Sebold,2002,3.77,1605173,https://images.gr-assets.com/books/1457810586m/12232938.jpg,https://images.gr-assets.com/books/1457810586s/12232938.jpg,"fiction, mystery, contemporary, fantasy, crime, thriller, paranormal, suspense, horror, romance, classics"
15881,439064864,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",Harry Potter and the Chamber of Secrets,"J.K. Rowling, Mary GrandPré",1998,4.37,1779331,https://images.gr-assets.com/books/1474169725m/15881.jpg,https://images.gr-assets.com/books/1474169725s/15881.jpg,"fantasy, fiction, classics, paranormal, mystery, contemporary"
6,439139600,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",Harry Potter and the Goblet of Fire,"J.K. Rowling, Mary GrandPré",2000,4.53,1753043,https://images.gr-assets.com/books/1361482611m/6.jpg,https://images.gr-assets.com/books/1361482611s/6.jpg,"fantasy, fiction, classics, paranormal, mystery, contemporary"
136251,545010225,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",Harry Potter and the Deathly Hallows,"J.K. Rowling, Mary GrandPré",2007,4.61,1746574,https://images.gr-assets.com/books/1474171184m/136251.jpg,https://images.gr-assets.com/books/1474171184s/136251.jpg,"fantasy, fiction, classics, paranormal, mystery, romance, contemporary"
968,307277674,"The Da Vinci Code (Robert Langdon, #2)",The Da Vinci Code,Dan Brown,2003,3.79,1447148,https://images.gr-assets.com/books/1303252999m/968.jpg,https://images.gr-assets.com/books/1303252999s/968.jpg,"fiction, thriller, suspense, contemporary, religion, fantasy, history, art, classics, mystery, romance"
1,439785960,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",Harry Potter and the Half-Blood Prince,"J.K. Rowling, Mary GrandPré",2005,4.54,1678823,https://images.gr-assets.com/books/1361039191m/1.jpg,https://images.gr-assets.com/books/1361039191s/1.jpg,"fantasy, fiction, classics, paranormal, mystery, romance, contemporary"
7624,140283331,Lord of the Flies,Lord of the Flies ,William Golding,1954,3.64,1605019,https://images.gr-assets.com/books/1327869409m/7624.jpg,https://images.gr-assets.com/books/1327869409s/7624.jpg,"classics, fiction, horror, fantasy, psychology, thriller, philosophy, contemporary"
18135,743477111,Romeo and Juliet,An Excellent conceited Tragedie of Romeo and Juliet,"William Shakespeare, Robert           Jackson",1595,3.73,1628519,https://images.gr-assets.com/books/1327872146m/18135.jpg,https://images.gr-assets.com/books/1327872146s/18135.jpg,"classics, fiction, romance, poetry"
8442457,297859382,Gone Girl,Gone Girl,Gillian Flynn,2012,4.03,512475,https://images.gr-assets.com/books/1339602131m/8442457.jpg,https://images.gr-assets.com/books/1339602131s/8442457.jpg,"mystery, crime, fiction, contemporary, thriller, suspense, romance"
4667024,399155341,The Help,The Help,Kathryn Stockett,2009,4.45,1531753,https://images.gr-assets.com/books/1346100365m/4667024.jpg,https://images.gr-assets.com/books/1346100365s/4667024.jpg,"fiction, contemporary, classics, history"
890,142000671,Of Mice and Men,Of Mice and Men ,John Steinbeck,1937,3.84,1467496,https://images.gr-assets.com/books/1437235233m/890.jpg,https://images.gr-assets.com/books/1437235233s/890.jpg,"classics, fiction"
930,739326228,Memoirs of a Geisha,Memoirs of a Geisha,Arthur Golden,1997,4.08,1300209,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, romance, classics, contemporary, history, memoir, biography"
10818853,1612130291,"Fifty Shades of Grey (Fifty Shades, #1)",Fifty Shades of Grey,E.L. James,2011,3.67,1338493,https://images.gr-assets.com/books/1385207843m/10818853.jpg,https://images.gr-assets.com/books/1385207843s/10818853.jpg,"romance, fiction, contemporary"
865,61122416,The Alchemist,O Alquimista,"Paulo Coelho, Alan R. Clarke",1988,3.82,1299566,https://images.gr-assets.com/books/1483412266m/865.jpg,https://images.gr-assets.com/books/1483412266s/865.jpg,"fiction, classics, fantasy, philosophy, spirituality, contemporary, religion, travel, romance"
3636,385732554,"The Giver (The Giver, #1)",The Giver,Lois Lowry,1993,4.12,1296825,https://images.gr-assets.com/books/1342493368m/3636.jpg,https://images.gr-assets.com/books/1342493368s/3636.jpg,"fiction, classics, fantasy, philosophy, contemporary"
100915,60764899,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)","The Lion, the Witch and the Wardrobe",C.S. Lewis,1950,4.19,1531800,https://images.gr-assets.com/books/1353029077m/100915.jpg,https://images.gr-assets.com/books/1353029077s/100915.jpg,"fantasy, classics, fiction, christian, religion"
14050,965818675,The Time Traveler's Wife,The Time Traveler's Wife,Audrey Niffenegger,2003,3.95,746287,https://images.gr-assets.com/books/1437728815m/14050.jpg,https://images.gr-assets.com/books/1437728815s/14050.jpg,"fiction, romance, fantasy, contemporary, classics, paranormal, travel"
13496,553588486,"A Game of Thrones (A Song of Ice and Fire, #1)",A Game of Thrones,George R.R. Martin,1996,4.45,1319204,https://images.gr-assets.com/books/1436732693m/13496.jpg,https://images.gr-assets.com/books/1436732693s/13496.jpg,"fiction, fantasy, romance, classics, contemporary"
19501,143038419,"Eat, Pray, Love","Eat, pray, love: one woman's search for everything across Italy, India and Indonesia",Elizabeth Gilbert,2006,3.51,1181647,https://images.gr-assets.com/books/1503066414m/19501.jpg,https://images.gr-assets.com/books/1503066414s/19501.jpg,"memoir, travel, nonfiction, fiction, biography, spirituality, romance, contemporary, religion, philosophy"
28187,786838655,"The Lightning Thief (Percy Jackson and the Olympians, #1)",The Lightning Thief,Rick Riordan,2005,4.23,1366265,https://images.gr-assets.com/books/1400602609m/28187.jpg,https://images.gr-assets.com/books/1400602609s/28187.jpg,"fantasy, fiction, paranormal, mystery, contemporary"
1934,451529308,"Little Women (Little Women, #1)",Little Women,Louisa May Alcott,1868,4.04,1257121,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"classics, fiction, romance, history"
10210,142437204,Jane Eyre,Jane Eyre,"Charlotte Brontë, Michael Mason",1847,4.1,1198557,https://images.gr-assets.com/books/1327867269m/10210.jpg,https://images.gr-assets.com/books/1327867269s/10210.jpg,"fiction, mystery, romance, history"
15931,553816713,"The Notebook (The Notebook, #1)",The Notebook,Nicholas Sparks,1996,4.06,1053403,https://images.gr-assets.com/books/1385738917m/15931.jpg,https://images.gr-assets.com/books/1385738917s/15931.jpg,"fiction, romance, contemporary, classics"
4214,770430074,Life of Pi,Life of Pi,Yann Martel,2001,3.88,1003228,https://images.gr-assets.com/books/1320562005m/4214.jpg,https://images.gr-assets.com/books/1320562005s/4214.jpg,"fantasy, classics, contemporary, philosophy, fiction, religion, spirituality, travel"
43641,1565125606,Water for Elephants,Water for Elephants,Sara Gruen,2006,4.07,1068146,https://images.gr-assets.com/books/1494428973m/43641.jpg,https://images.gr-assets.com/books/1494428973s/43641.jpg,"fiction, romance, classics, contemporary, history"
19063,375831002,The Book Thief,The Book Thief,Markus Zusak,2005,4.36,1159741,https://images.gr-assets.com/books/1390053681m/19063.jpg,https://images.gr-assets.com/books/1390053681s/19063.jpg,"fiction, classics, history, fantasy, contemporary"
4381,307347974,Fahrenheit 451,Fahrenheit 451,Ray Bradbury,1953,3.97,570498,https://images.gr-assets.com/books/1351643740m/4381.jpg,https://images.gr-assets.com/books/1351643740s/4381.jpg,"classics, fiction, fantasy, science, philosophy"
49041,316160199,"New Moon (Twilight, #2)","New Moon (Twilight, #2)",Stephenie Meyer,2006,3.52,1149630,https://images.gr-assets.com/books/1361039440m/49041.jpg,https://images.gr-assets.com/books/1361039440s/49041.jpg,"fantasy, romance, fiction, paranormal, contemporary, horror"
30119,60513039,Where the Sidewalk Ends,Where the Sidewalk Ends: The Poems and Drawings of Shel Silverstein,Shel Silverstein,1974,4.29,1016888,https://images.gr-assets.com/books/1168052448m/30119.jpg,https://images.gr-assets.com/books/1168052448s/30119.jpg,"poetry, classics, fiction, fantasy, nonfiction"
256683,1416914285,"City of Bones (The Mortal Instruments, #1)",City of Bones,Cassandra Clare,2007,4.12,1154031,https://images.gr-assets.com/books/1432730315m/256683.jpg,https://images.gr-assets.com/books/1432730315s/256683.jpg,"paranormal, romance, fiction, fantasy, contemporary, mystery"
428263,316160202,"Eclipse (Twilight, #3)",Eclipse,Stephenie Meyer,2007,3.69,1134511,https://images.gr-assets.com/books/1361038355m/428263.jpg,https://images.gr-assets.com/books/1361038355s/428263.jpg,"fantasy, romance, fiction, paranormal, contemporary, horror"
113436,375826696,"Eragon (The Inheritance Cycle, #1)",Eragon,Christopher Paolini,2002,3.86,1104021,https://images.gr-assets.com/books/1366212852m/113436.jpg,https://images.gr-assets.com/books/1366212852s/113436.jpg,"fantasy, fiction, paranormal, romance"
11,345391802,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",The Hitchhiker's Guide to the Galaxy,Douglas Adams,1979,4.2,936782,https://images.gr-assets.com/books/1327656754m/11.jpg,https://images.gr-assets.com/books/1327656754s/11.jpg,"fiction, fantasy, classics, science, contemporary"
5129,60929871,Brave New World,Brave New World,Aldous Huxley,1932,3.97,1022601,https://images.gr-assets.com/books/1487389574m/5129.jpg,https://images.gr-assets.com/books/1487389574s/5129.jpg,"classics, fiction, fantasy, philosophy, science"
1162543,031606792X,"Breaking Dawn (Twilight, #4)",Breaking Dawn,Stephenie Meyer,2008,3.7,1070245,https://images.gr-assets.com/books/1361039438m/1162543.jpg,https://images.gr-assets.com/books/1361039438s/1162543.jpg,"fantasy, contemporary, romance, fiction, paranormal"
37435,142001740,The Secret Life of Bees,The Secret Life of Bees,Sue Monk Kidd,2001,4.01,916189,https://images.gr-assets.com/books/1473454532m/37435.jpg,https://images.gr-assets.com/books/1473454532s/37435.jpg,"fiction, classics, contemporary, romance"
2956,142437174,The Adventures of Huckleberry Finn,The Adventures of Huckleberry Finn,"Mark Twain, John Seelye, Guy Cardwell",1884,3.8,953758,https://images.gr-assets.com/books/1405973850m/2956.jpg,https://images.gr-assets.com/books/1405973850s/2956.jpg,"classics, fiction, history"
24178,64410935,Charlotte's Web,Charlotte's Web,"E.B. White, Garth Williams, Rosemary Wells",1952,4.15,1064521,https://images.gr-assets.com/books/1439632243m/24178.jpg,https://images.gr-assets.com/books/1439632243s/24178.jpg,"classics, fiction, fantasy"
1618,1400032717,The Curious Incident of the Dog in the Night-Time,The Curious Incident of the Dog in the Night-Time,Mark Haddon,2003,3.85,867553,https://images.gr-assets.com/books/1479863624m/1618.jpg,https://images.gr-assets.com/books/1479863624s/1618.jpg,"fiction, classics, mystery, psychology, suspense, crime"
22557272,1594633665,The Girl on the Train,The Girl on the Train,Paula Hawkins,2015,3.88,1008778,https://images.gr-assets.com/books/1490903702m/22557272.jpg,https://images.gr-assets.com/books/1490903702s/22557272.jpg,"mystery, fiction, thriller, crime, suspense, contemporary"
119322,679879242,"The Golden Compass (His Dark Materials, #1)",Northern Lights,Philip Pullman,1995,3.94,953970,https://images.gr-assets.com/books/1451271747m/119322.jpg,https://images.gr-assets.com/books/1451271747s/119322.jpg,"fantasy, fiction, classics, religion, mystery, paranormal"
6185,393978893,Wuthering Heights,Wuthering Heights,"Emily Brontë, Richard J. Dunn",1847,3.82,899195,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"classics, fiction, romance"
10917,743454537,My Sister's Keeper,My Sister's Keeper,Jodi Picoult,2004,4.06,863879,https://images.gr-assets.com/books/1369504683m/10917.jpg,https://images.gr-assets.com/books/1369504683s/10917.jpg,"fiction, contemporary, romance"
4981,385333846,Slaughterhouse-Five,"Slaughterhouse-Five, or The Children's Crusade: A Duty-Dance with Death ",Kurt Vonnegut Jr.,1969,4.06,846488,https://images.gr-assets.com/books/1440319389m/4981.jpg,https://images.gr-assets.com/books/1440319389s/4981.jpg,"classics, fiction, fantasy, history, contemporary, philosophy"
18405,446675539,Gone with the Wind,Gone with the Wind,Margaret Mitchell,1936,4.28,873981,https://images.gr-assets.com/books/1328025229m/18405.jpg,https://images.gr-assets.com/books/1328025229s/18405.jpg,"classics, fiction, romance, history"
128029,1594489505,A Thousand Splendid Suns,A Thousand Splendid Suns,Khaled Hosseini,2007,4.34,818742,https://images.gr-assets.com/books/1345958969m/128029.jpg,https://images.gr-assets.com/books/1345958969s/128029.jpg,"fiction, contemporary, classics, history, romance, religion"
22628,671027344,The Perks of Being a Wallflower,The Perks of Being a Wallflower,Stephen Chbosky,1999,4.21,888806,https://images.gr-assets.com/books/1167352178m/22628.jpg,https://images.gr-assets.com/books/1167352178s/22628.jpg,"fiction, contemporary, classics"
11735983,7442912,"Insurgent (Divergent, #2)",Insurgent,Veronica Roth,2012,4.07,836362,https://images.gr-assets.com/books/1325667729m/11735983.jpg,https://images.gr-assets.com/books/1325667729s/11735983.jpg,"fiction, fantasy, romance"
375802,812550706,"Ender's Game (Ender's Saga, #1)",Ender's Game,Orson Scott Card,1985,4.3,813439,https://images.gr-assets.com/books/1408303130m/375802.jpg,https://images.gr-assets.com/books/1408303130s/375802.jpg,"fiction, fantasy, classics, science"
18490,141439475,Frankenstein,"Frankenstein; or, The Modern Prometheus","Mary Wollstonecraft Shelley, Percy Bysshe Shelley, Maurice Hindle",1818,3.75,808589,https://images.gr-assets.com/books/1381512375m/18490.jpg,https://images.gr-assets.com/books/1381512375s/18490.jpg,"classics, fiction, horror, fantasy, paranormal, thriller, mystery, science"
11588,450040186,The Shining (The Shining #1),The Shining,Stephen King,1977,4.17,791850,https://images.gr-assets.com/books/1353277730m/11588.jpg,https://images.gr-assets.com/books/1353277730s/11588.jpg,"fiction, fantasy, mystery, suspense, contemporary"
1656001,316068047,"The Host (The Host, #1)",The Host,Stephenie Meyer,2008,3.84,749780,https://images.gr-assets.com/books/1318009171m/1656001.jpg,https://images.gr-assets.com/books/1318009171s/1656001.jpg,"fiction, paranormal, fantasy, romance, suspense, contemporary, thriller"
99561,142402516,Looking for Alaska,Looking for Alaska,John Green,2005,4.09,783470,https://images.gr-assets.com/books/1394798630m/99561.jpg,https://images.gr-assets.com/books/1394798630s/99561.jpg,"fiction, contemporary, romance, mystery"
227443,014028009X,"Bridget Jones's Diary (Bridget Jones, #1)",,Helen Fielding,1996,3.75,736498,https://images.gr-assets.com/books/1292060045m/227443.jpg,https://images.gr-assets.com/books/1292060045s/227443.jpg,"fiction, romance, contemporary, classics"
14935,141439661,Sense and Sensibility,Sense and Sensibility,"Jane Austen, Tony Tanner, Ros Ballaster",1811,4.06,738894,https://images.gr-assets.com/books/1397245675m/14935.jpg,https://images.gr-assets.com/books/1397245675s/14935.jpg,"fiction, history"
38709,439244196,"Holes (Holes, #1)",Holes,"Louis Sachar, Louis Sachar",1998,3.93,747445,https://images.gr-assets.com/books/1327781893m/38709.jpg,https://images.gr-assets.com/books/1327781893s/38709.jpg,"fiction, mystery, classics, contemporary, fantasy, crime"
5139,307275558,"The Devil Wears Prada (The Devil Wears Prada, #1)",The Devil Wears Prada,Lauren Weisberger,2003,3.7,665930,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, contemporary, romance, classics"
1381,143039954,The Odyssey,Ὀδύσσεια,"Homer, Robert Fagles, E.V. Rieu, Frédéric Mugler, Bernard Knox",-720,3.73,670326,https://images.gr-assets.com/books/1390173285m/1381.jpg,https://images.gr-assets.com/books/1390173285s/1381.jpg,"classics, fiction, poetry, fantasy, history, philosophy, travel"
157993,156012197,The Little Prince,Le Petit Prince,"Antoine de Saint-Exupéry, Richard Howard, Dom Marcos Barbosa, Melina Karakosta",1946,4.28,738757,https://images.gr-assets.com/books/1367545443m/157993.jpg,https://images.gr-assets.com/books/1367545443s/157993.jpg,"fantasy, philosophy, classics, fiction"
7445,074324754X,The Glass Castle,The Glass Castle,Jeannette Walls,2005,4.24,621099,https://images.gr-assets.com/books/1400930557m/7445.jpg,https://images.gr-assets.com/books/1400930557s/7445.jpg,"memoir, nonfiction, biography, fiction, contemporary, classics, psychology"
1845,385486804,Into the Wild,Into the Wild,Jon Krakauer,1996,3.94,647684,https://images.gr-assets.com/books/1403173986m/1845.jpg,https://images.gr-assets.com/books/1403173986s/1845.jpg,"nonfiction, biography, travel, classics, memoir, fiction, history, contemporary, philosophy"
1953,141439602,A Tale of Two Cities,A Tale of Two Cities,"Charles Dickens, Richard Maxwell, Hablot Knight Browne",1859,3.81,637412,https://images.gr-assets.com/books/1344922523m/1953.jpg,https://images.gr-assets.com/books/1344922523s/1953.jpg,"classics, fiction, history, romance"
7677,030734813X,"Jurassic Park (Jurassic Park, #1)",Jurassic Park,Michael Crichton,1990,3.96,447833,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, thriller, fantasy, horror, classics, suspense, science, contemporary, mystery"
370493,60256656,The Giving Tree,The Giving Tree,Shel Silverstein,1964,4.38,702332,https://images.gr-assets.com/books/1174210942m/370493.jpg,https://images.gr-assets.com/books/1174210942s/370493.jpg,"classics, fiction, poetry, fantasy, philosophy"
32542,385338600,A Time to Kill,A Time to Kill,John Grisham,1989,4.03,597775,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"fiction, mystery, thriller, crime, suspense, contemporary, classics"
1617,374500010,Night (The Night Trilogy #1),Un di Velt Hot Geshvign,"Elie Wiesel, Marion Wiesel",1958,4.3,691231,https://images.gr-assets.com/books/1473495285m/1617.jpg,https://images.gr-assets.com/books/1473495285s/1617.jpg,"classics, history, nonfiction, fiction, memoir, biography, religion, horror, contemporary, philosophy"
6442769,014241493X,Paper Towns,Paper Towns,John Green,2008,3.88,461311,https://images.gr-assets.com/books/1349013610m/6442769.jpg,https://images.gr-assets.com/books/1349013610s/6442769.jpg,"contemporary, fiction, romance, mystery"
21787,345418263,The Princess Bride ,The Princess Bride,William Goldman,1973,4.25,628637,https://images.gr-assets.com/books/1327903636m/21787.jpg,https://images.gr-assets.com/books/1327903636s/21787.jpg,contemporary
231804,014038572X,The Outsiders,The Outsiders,S.E. Hinton,1967,4.06,659248,https://images.gr-assets.com/books/1442129426m/231804.jpg,https://images.gr-assets.com/books/1442129426s/231804.jpg,"fiction, classics, contemporary, crime"
6186357,385737947,"The Maze Runner (Maze Runner, #1)",The Maze Runner,James Dashner,2009,4.02,719925,https://images.gr-assets.com/books/1375596592m/6186357.jpg,https://images.gr-assets.com/books/1375596592s/6186357.jpg,"fiction, fantasy, mystery, thriller, suspense, romance"
1202,61234001,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,"Steven D. Levitt, Stephen J. Dubner",2005,3.93,524191,https://images.gr-assets.com/books/1327909092m/1202.jpg,https://images.gr-assets.com/books/1327909092s/1202.jpg,"nonfiction, science, psychology, business, philosophy, history, contemporary, fiction"
2998,517189607,The Secret Garden,The Secret Garden,Frances Hodgson Burnett,1911,4.12,639357,https://images.gr-assets.com/books/1327873635m/2998.jpg,https://images.gr-assets.com/books/1327873635s/2998.jpg,"classics, fiction, fantasy, mystery"
320,60531045,One Hundred Years of Solitude,Cien años de soledad,"Gabriel García Márquez, Gregory Rabassa",1967,4.04,490565,https://images.gr-assets.com/books/1327881361m/320.jpg,https://images.gr-assets.com/books/1327881361s/320.jpg,"classics, fiction, contemporary, romance"
5297,375751513,The Picture of Dorian Gray,The Picture of Dorian Gray,"Oscar Wilde, Jeffrey Eugenides",1891,4.06,590014,https://images.gr-assets.com/books/1424596966m/5297.jpg,https://images.gr-assets.com/books/1424596966s/5297.jpg,"classics, fiction, horror, fantasy, mystery, philosophy, paranormal"
13536860,345803507,"Fifty Shades Freed (Fifty Shades, #3)",Fifty Shades Freed,E.L. James,2012,3.88,387290,https://images.gr-assets.com/books/1336418837m/13536860.jpg,https://images.gr-assets.com/books/1336418837s/13536860.jpg,"fiction, contemporary, romance, fantasy"
17245,393970124,Dracula,Dracula,"Bram Stoker, Nina Auerbach, David J. Skal",1897,3.98,618973,https://images.gr-assets.com/books/1387151694m/17245.jpg,https://images.gr-assets.com/books/1387151694s/17245.jpg,"classics, horror, fiction, fantasy, paranormal, thriller, mystery, romance, suspense"
5060378,307269981,"The Girl Who Played with Fire (Millennium, #2)",Flickan som lekte med elden,"Stieg Larsson, Reg Keeland",2006,4.22,563994,https://images.gr-assets.com/books/1351778881m/5060378.jpg,https://images.gr-assets.com/books/1351778881s/5060378.jpg,"fiction, mystery, crime, suspense, thriller, contemporary"
11857408,1612130585,"Fifty Shades Darker (Fifty Shades, #2)",Fifty Shades Darker,E.L. James,2011,3.87,552059,https://images.gr-assets.com/books/1358266080m/11857408.jpg,https://images.gr-assets.com/books/1358266080s/11857408.jpg,"romance, fiction, contemporary"
7244,60786507,The Poisonwood Bible,The Poisonwood Bible,Barbara Kingsolver,1998,4.02,546502,https://images.gr-assets.com/books/1412242487m/7244.jpg,https://images.gr-assets.com/books/1412242487s/7244.jpg,"fiction, classics, religion, contemporary, history, travel"
4137,349113912,Me Talk Pretty One Day,Me Talk Pretty One Day,David Sedaris,2000,3.97,495736,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,"memoir, nonfiction, fiction, biography, contemporary"
